City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
263,Alta Floresta,BR,2022-12-01 01:47:11,-9.8756,-56.0861,70.57,94,70,1.36
264,Flinders,AU,2022-12-01 01:47:12,-34.5833,150.8552,69.26,63,100,9.17
265,Usinsk,RU,2022-12-01 01:47:12,65.9939,57.5281,-12.14,100,100,4.34
266,Spring Valley,US,2022-12-01 01:47:12,36.108,-115.245,52.99,26,20,3.44
267,Miyako,JP,2022-12-01 01:47:13,39.6367,141.9525,38.68,64,100,3.44
268,Dingle,PH,2022-12-01 01:47:13,10.9995,122.6711,82.4,78,87,14.52
269,Matagami,CA,2022-12-01 01:47:14,49.7502,-77.6328,30.31,74,100,13.8
270,Ariquemes,BR,2022-12-01 01:48:14,-9.9133,-63.0408,74.64,89,95,2.13
271,Samarai,PG,2022-12-01 01:48:14,-10.6167,150.6667,84.27,74,100,3.33
272,Kirkenes,NO,2022-12-01 01:48:15,69.7271,30.0458,34.02,86,100,9.22
273,Crotone,IT,2022-12-01 01:48:15,39.0851,17.1178,55.18,85,100,27.31
274,Tessalit,ML,2022-12-01 01:48:15,20.1986,1.0114,67.1,22,22,6.11
275,Olafsvik,IS,2022-12-01 01:48:16,64.8945,-23.7142,43.27,85,47,32.28
276,Bagua Grande,PE,2022-12-01 01:48:16,-5.7561,-78.4411,79.52,55,84,2.71
277,Deputatskiy,RU,2022-12-01 01:48:17,69.3,139.9,-13.97,99,100,3.04
278,Yeniseysk,RU,2022-12-01 01:48:17,58.4497,92.1703,-0.74,92,100,9.28
279,Micheweni,TZ,2022-12-01 01:48:17,-4.9667,39.8333,77.47,83,89,5.7
280,Taitung,TW,2022-12-01 01:48:18,22.7583,121.1444,73.67,73,75,6.91
281,Jacareacanga,BR,2022-12-01 01:48:18,-6.2222,-57.7528,74.32,93,100,0.92
282,Nalut,LY,2022-12-01 01:44:13,30.3333,10.85,48.07,52,5,4.52
283,Mahebourg,MU,2022-12-01 01:48:19,-20.4081,57.7,73.26,94,75,3.44
284,Chuy,UY,2022-12-01 01:48:19,-33.6971,-53.4616,68.94,91,37,13.11
285,Bathsheba,BB,2022-12-01 01:44:10,13.2167,-59.5167,79.41,78,40,9.22
286,Masallatah,LY,2022-12-01 01:48:19,32.6167,14.0,56.03,56,67,13.87
287,Colares,PT,2022-12-01 01:48:20,38.7992,-9.4469,54.75,95,100,13.0
288,Grindavik,IS,2022-12-01 01:48:20,63.8424,-22.4338,44.55,87,75,29.93
289,Nouakchott,MR,2022-12-01 01:47:31,18.0858,-15.9785,64.33,46,6,12.55
290,Nizhniy Baskunchak,RU,2022-12-01 01:48:21,48.2198,46.8311,23.31,42,0,8.7
291,Atar,MR,2022-12-01 01:48:21,20.5169,-13.0499,68.56,18,4,5.93
292,Touros,BR,2022-12-01 01:44:10,-5.1989,-35.4608,78.35,71,97,10.29
293,Victoria,HK,2022-12-01 01:48:22,22.2855,114.1577,61.32,75,100,11.01
294,Tandil,AR,2022-12-01 01:45:24,-37.3217,-59.1332,56.68,97,100,9.08
295,Padang,ID,2022-12-01 01:48:22,-0.9492,100.3543,78.85,94,100,4.41
296,Bollnas,SE,2022-12-01 01:48:23,61.3482,16.3946,28.44,98,99,0.2
297,Berlevag,NO,2022-12-01 01:45:25,70.8578,29.0864,32.0,80,100,9.22
298,Vanderhoof,CA,2022-12-01 01:48:23,54.0166,-124.0198,-1.46,78,100,6.82
299,Bereznik,RU,2022-12-01 01:48:24,62.8551,42.7072,9.7,96,93,2.3
300,Aitape,PG,2022-12-01 01:48:24,-3.1374,142.3475,84.72,68,100,7.0
301,Rancho Palos Verdes,US,2022-12-01 01:48:24,33.7445,-118.387,58.95,78,13,5.01
302,Kruisfontein,ZA,2022-12-01 01:48:25,-34.0033,24.7314,61.88,87,33,0.92
303,Liaqatabad,PK,2022-12-01 01:48:25,31.5647,74.3029,50.04,93,13,0.0
304,Faya,SA,2022-12-01 01:47:56,18.3851,42.4509,50.52,81,14,0.74
305,Codrington,AU,2022-12-01 01:48:26,-38.2667,141.9667,62.47,69,78,12.26
306,Lumby,CA,2022-12-01 01:48:26,50.2498,-118.969,20.89,93,81,2.3
307,Santa Cruz,BO,2022-12-01 01:45:04,-17.8,-63.1667,74.66,83,75,13.8
308,Wanaque,US,2022-12-01 01:44:04,41.0382,-74.294,51.42,66,100,14.97
309,Isiro,CD,2022-12-01 01:48:27,2.7739,27.616,64.49,99,100,1.57
310,Savinskiy,RU,2022-12-01 01:48:27,62.9342,40.1361,11.35,97,100,2.89
311,Madaba,JO,2022-12-01 01:48:28,31.5833,35.6667,51.71,64,0,6.04
312,Alyangula,AU,2022-12-01 01:48:28,-13.8483,136.4192,88.56,53,97,11.01
313,Vila Franca Do Campo,PT,2022-12-01 01:49:29,37.7167,-25.4333,61.2,86,4,4.99
314,Manjacaze,MZ,2022-12-01 01:49:29,-24.7117,33.8828,67.14,92,29,3.69
315,Sao Gabriel Da Cachoeira,BR,2022-12-01 01:49:30,-0.1303,-67.0892,73.74,98,95,2.66
316,Longyearbyen,SJ,2022-12-01 01:49:30,78.2186,15.6401,35.44,80,75,8.05
317,Shubarkuduk,KZ,2022-12-01 01:49:30,49.1447,56.4872,16.18,39,0,6.26
318,Severnyy,RU,2022-12-01 01:49:31,50.677,36.5532,24.84,63,0,11.18
319,Palmer,US,2022-12-01 01:49:31,42.1584,-72.3287,48.61,75,75,18.41
320,Havoysund,NO,2022-12-01 01:49:31,70.9963,24.6622,35.83,82,40,5.95
321,Ippy,CF,2022-12-01 01:49:32,6.2679,21.2247,70.48,86,100,3.11
322,Nyagan,RU,2022-12-01 01:49:32,62.1406,65.3936,-8.64,100,66,1.03
323,Champerico,GT,2022-12-01 01:49:33,14.3,-91.9167,79.66,80,55,5.32
324,Graham,US,2022-12-01 01:49:33,47.0529,-122.2943,33.62,94,100,9.22
325,Karoi,ZW,2022-12-01 01:49:33,-16.8099,29.6925,58.68,95,22,4.03
326,Sijunjung,ID,2022-12-01 01:49:34,-0.6876,100.9537,76.71,91,100,2.33
327,Bambous Virieux,MU,2022-12-01 01:49:34,-20.3428,57.7575,73.22,94,75,3.44
328,Hasaki,JP,2022-12-01 01:49:08,35.7333,140.8333,52.2,76,100,17.43
329,Kautokeino,NO,2022-12-01 01:49:35,69.0125,23.0412,22.51,97,100,2.42
330,Comodoro Rivadavia,AR,2022-12-01 01:49:16,-45.8667,-67.5,55.26,62,0,4.61
331,Abu Dhabi,AE,2022-12-01 01:49:24,24.4667,54.3667,73.42,78,100,1.14
332,Bardiyah,LY,2022-12-01 01:48:01,31.7561,25.0865,60.58,58,32,13.42
333,Celestun,MX,2022-12-01 01:49:35,20.8667,-90.4,78.28,84,27,16.11
334,Neijiang,CN,2022-12-01 01:49:36,29.5835,105.0622,38.86,95,100,4.92
335,Praia Da Vitoria,PT,2022-12-01 01:49:36,38.7333,-27.0667,59.76,88,75,3.62
336,Brae,GB,2022-12-01 01:49:36,60.3964,-1.353,48.18,84,100,23.8
337,Ciro Marina,IT,2022-12-01 01:49:37,39.3732,17.126,53.76,89,100,30.74
338,Port Hawkesbury,CA,2022-12-01 01:49:37,45.6169,-61.3485,42.39,80,20,17.27
339,Lakatoro,VU,2022-12-01 01:49:37,-16.0999,167.4164,85.46,70,100,11.39
340,Solnechnyy,RU,2022-12-01 01:49:38,50.7214,136.6319,-2.87,76,61,3.53
341,Goderich,CA,2022-12-01 01:46:02,43.7501,-81.7165,32.32,59,100,26.46
342,Alugan,PH,2022-12-01 01:49:38,12.2188,125.4808,82.18,84,99,14.03
343,Nieuw Amsterdam,SR,2022-12-01 01:49:39,5.8833,-55.0833,78.03,88,10,6.46
344,Virginia Beach,US,2022-12-01 01:45:48,36.8529,-75.978,62.64,77,20,11.5
345,Goba,ET,2022-12-01 01:49:39,7.0167,39.9833,43.93,59,27,4.16
346,Evensk,RU,2022-12-01 01:49:39,61.95,159.2333,27.55,97,100,8.5
347,Poltsamaa,EE,2022-12-01 01:49:40,58.6525,25.9706,27.79,96,100,2.84
348,Sekoma,BW,2022-12-01 01:49:40,-24.4,23.8833,72.18,32,0,5.93
349,Margate,GB,2022-12-01 01:49:41,51.3813,1.3862,48.69,84,45,1.99
350,Sayyan,YE,2022-12-01 01:49:41,15.1718,44.3244,45.27,44,0,3.38
351,Ponta Delgada,PT,2022-12-01 01:49:41,37.7333,-25.6667,61.5,94,20,4.61
352,Demirci,TR,2022-12-01 01:49:42,39.0461,28.6589,46.8,90,4,4.92
353,Port Lincoln,AU,2022-12-01 01:49:42,-34.7333,135.8667,65.26,62,2,10.89
354,Togur,RU,2022-12-01 01:49:42,58.3631,82.8265,-23.85,100,7,3.24
355,Conceicao Do Araguaia,BR,2022-12-01 01:49:43,-8.2578,-49.2647,71.13,96,75,3.98
356,Fukue,JP,2022-12-01 01:49:43,32.6881,128.8419,44.96,57,75,16.11
357,La Ronge,CA,2022-12-01 01:46:16,55.1001,-105.2842,-10.95,70,100,6.91
358,Port Macquarie,AU,2022-12-01 01:50:44,-31.4333,152.9167,64.89,74,100,9.19
359,Wellington,NZ,2022-12-01 01:50:44,-41.2866,174.7756,59.92,75,75,13.8
360,Bayan,CN,2022-12-01 01:50:44,46.0833,127.4,-0.33,70,67,12.08
361,Cravo Norte,CO,2022-12-01 01:50:45,6.3017,-70.2041,74.34,87,58,5.82
362,Loandjili,CG,2022-12-01 01:50:45,-4.7561,11.8578,77.11,94,20,2.3
363,Komsomolskiy,UZ,2022-12-01 01:50:45,40.4272,71.7189,50.72,57,100,20.71
364,Broken Hill,AU,2022-12-01 01:47:28,-31.95,141.4333,75.94,29,70,16.53
365,Hami,CN,2022-12-01 01:50:46,42.8,93.45,12.76,19,48,1.77
366,Taoudenni,ML,2022-12-01 01:49:13,22.6783,-3.9836,62.15,23,5,9.31
367,Lasa,IT,2022-12-01 01:49:53,46.6166,10.7002,41.88,80,47,1.66
368,Clyde River,CA,2022-12-01 01:50:47,70.4692,-68.5914,-28.97,62,0,2.3
369,Ramona,US,2022-12-01 01:50:47,33.0417,-116.8681,52.83,75,75,5.75
370,Nioro,GM,2022-12-01 01:50:48,13.35,-15.75,73.85,42,74,6.29
371,Beaumont,US,2022-12-01 01:50:04,30.0861,-94.1019,53.58,50,0,10.36
372,Yaan,NG,2022-12-01 01:50:48,7.3833,8.5667,72.59,29,95,2.57
373,Machaneng,BW,2022-12-01 01:50:49,-23.1862,27.4886,67.87,54,0,8.75
374,Narsaq,GL,2022-12-01 01:50:49,60.9167,-46.05,16.16,90,73,3.6
375,Kilindoni,TZ,2022-12-01 01:50:49,-7.9139,39.6668,78.73,82,99,11.1
376,Geraldton,AU,2022-12-01 01:50:50,-28.7667,114.6,73.81,56,75,11.5
377,Andrews,US,2022-12-01 01:50:50,32.3187,-102.5457,41.29,57,100,3.0
378,Lorengau,PG,2022-12-01 01:50:50,-2.0226,147.2712,84.09,72,100,5.23
379,Coari,BR,2022-12-01 01:50:51,-4.085,-63.1414,74.3,97,82,3.91
380,Taunggyi,MM,2022-12-01 01:50:51,20.7833,97.0333,66.13,83,11,1.61
381,Luderitz,NA,2022-12-01 01:50:52,-26.6481,15.1594,63.12,75,3,10.98
382,Pipri,IN,2022-12-01 01:50:52,19.8,75.5333,63.68,54,100,3.47
383,Hirara,JP,2022-12-01 01:50:52,24.8,125.2833,70.07,94,75,19.57
384,Elizabeth City,US,2022-12-01 01:50:53,36.2946,-76.2511,62.62,94,75,6.91
385,Saint-Augustin,CA,2022-12-01 01:50:53,51.226,-58.6502,9.84,91,100,2.42
386,Cap-Aux-Meules,CA,2022-12-01 01:50:53,47.3821,-61.8597,37.45,75,100,25.32
387,Husavik,IS,2022-12-01 01:50:54,66.0449,-17.3389,41.94,91,70,12.73
388,Mareeba,AU,2022-12-01 01:49:40,-17.0,145.4333,78.44,85,100,1.72
389,Kysyl-Syr,RU,2022-12-01 01:50:54,63.8986,122.7617,-25.44,97,100,5.61
390,Tomar Do Geru,BR,2022-12-01 01:50:54,-11.3733,-37.8406,71.04,94,93,6.76
391,Rocha,UY,2022-12-01 01:50:55,-34.4833,-54.3333,67.37,94,8,11.99
392,Kharan,PK,2022-12-01 01:50:55,28.5833,65.4167,57.15,31,100,4.65
393,Cascais,PT,2022-12-01 01:50:56,38.6979,-9.4215,54.93,94,100,13.0
394,Kyaikkami,MM,2022-12-01 01:50:56,16.08,97.5675,79.99,81,88,7.49
395,Sinegorye,RU,2022-12-01 01:50:56,62.0788,150.477,-22.85,99,100,1.03
396,Sembabule,UG,2022-12-01 01:50:57,-0.0772,31.4567,60.37,96,94,2.59
397,Ngawen,ID,2022-12-01 01:50:57,-7.0032,111.3129,81.75,73,41,8.39
398,Biskamzha,RU,2022-12-01 01:50:57,53.4497,89.5272,-12.15,92,4,2.62
399,Tala,EG,2022-12-01 01:50:58,30.6803,30.9429,56.5,82,0,5.82
400,Lazaro Cardenas,MX,2022-12-01 01:50:58,17.9583,-102.2,76.82,82,25,2.77
401,Maniitsoq,GL,2022-12-01 01:50:58,65.4167,-52.9,19.06,73,82,32.32
402,Hovd,MN,2022-12-01 01:50:59,48.0056,91.6419,-4.83,80,82,4.5
403,Newport,GB,2022-12-01 01:51:59,51.5877,-2.9984,41.54,77,15,2.1
404,Corning,US,2022-12-01 01:52:00,42.1428,-77.0547,35.64,66,100,14.97
405,Kapoeta,SS,2022-12-01 01:52:00,4.7717,33.5903,78.87,48,96,13.09
406,Santa Rosa,PH,2022-12-01 01:52:00,14.3122,121.1114,84.11,90,100,13.51
407,Gornopravdinsk,RU,2022-12-01 01:52:01,60.05,69.9,-14.44,96,77,3.04
408,Broome,US,2022-12-01 01:52:01,42.2506,-75.833,36.01,68,100,17.27
409,Laurinburg,US,2022-12-01 01:52:01,34.7741,-79.4628,57.02,68,46,11.99
410,Rawson,AR,2022-12-01 01:50:29,-43.3002,-65.1023,58.59,60,0,19.53
411,Tigil,RU,2022-12-01 01:51:31,57.8,158.6667,24.8,88,100,8.03
412,Marsa Matruh,EG,2022-12-01 01:52:02,31.3525,27.2453,61.56,59,0,9.57
413,Northam,GB,2022-12-01 01:52:03,51.0333,-4.2167,38.25,85,13,6.31
414,Cancun,MX,2022-12-01 01:47:08,21.1743,-86.8466,80.06,78,10,10.4
415,Severnyy-Kospashskiy,RU,2022-12-01 01:52:03,59.0925,57.8008,11.61,68,95,2.24
416,Atambua,ID,2022-12-01 01:49:08,-9.1061,124.8925,82.89,68,85,2.64
417,Mamakan,RU,2022-12-01 01:52:04,57.8161,114.0028,-1.17,85,100,8.93
418,Valparaiso,CL,2022-12-01 01:52:04,-33.0393,-71.6273,58.64,77,20,8.05
419,Uige,AO,2022-12-01 01:52:04,-7.6087,15.0613,66.24,96,100,1.48
420,Qui Nhon,VN,2022-12-01 01:52:05,13.7667,109.2333,79.61,84,89,13.91
421,Dosso,NE,2022-12-01 01:52:05,13.049,3.1937,70.41,23,7,8.84
422,Ketchikan,US,2022-12-01 01:52:06,55.3422,-131.6461,25.27,39,0,12.66
423,Karpathos,GR,2022-12-01 01:52:06,35.507,27.2132,64.36,77,99,19.57
424,Carauari,BR,2022-12-01 01:52:07,-4.8828,-66.8958,79.3,79,97,1.32
425,Caxias,PT,2022-12-01 01:52:07,38.7031,-9.2767,54.91,95,75,10.36
426,Petropavlovsk-Kamchatskiy,RU,2022-12-01 01:52:07,53.0452,158.6483,30.79,59,20,6.71
427,Santa Rosalia,MX,2022-12-01 01:52:08,27.3167,-112.2833,62.01,68,100,2.3
428,Nikolayevka,RU,2022-12-01 01:52:08,53.1257,47.2041,11.71,97,46,2.53
429,Pedro Leopoldo,BR,2022-12-01 01:52:09,-19.6181,-44.0431,73.15,77,0,10.36
430,Rathdrum,US,2022-12-01 01:52:09,47.8137,-116.892,34.61,94,100,9.22
431,Alamosa,US,2022-12-01 01:52:09,37.4695,-105.87,21.45,62,66,0.98
432,Rawlins,US,2022-12-01 01:52:10,41.7911,-107.2387,28.29,46,0,32.21
433,Aklavik,CA,2022-12-01 01:52:10,68.2191,-135.0107,3.16,97,100,4.0
434,Soyo,AO,2022-12-01 01:52:10,-6.1349,12.3689,77.09,81,100,4.79
435,Jumla,NP,2022-12-01 01:52:11,29.2747,82.1838,43.95,17,0,4.99
436,Ambilobe,MG,2022-12-01 01:52:11,-13.2,49.05,74.64,86,75,0.85
437,Gejiu,CN,2022-12-01 01:52:11,23.306,103.1635,55.6,89,88,5.82
438,Leningradskiy,RU,2022-12-01 01:52:12,69.3833,178.4167,13.14,89,100,10.13
439,Saint Leonard,CA,2022-12-01 01:52:12,47.173,-67.9247,40.41,98,100,21.72
440,Adrar,MR,2022-12-01 01:52:13,20.5022,-10.0711,65.77,21,48,10.07
441,Matara,LK,2022-12-01 01:52:13,5.9485,80.5353,77.32,85,100,2.89
442,Pierre,US,2022-12-01 01:48:01,44.3683,-100.351,21.85,62,0,11.01
443,Krasnyy Yar,RU,2022-12-01 01:52:13,46.5331,48.3456,17.53,35,0,8.12
444,Ondjiva,AO,2022-12-01 01:52:14,-17.0667,15.7333,76.1,43,75,4.76
445,Havelock,US,2022-12-01 01:51:49,34.8791,-76.9013,62.94,88,0,8.05
446,Mormugao,IN,2022-12-01 01:52:14,15.4,73.8,72.66,56,4,8.05
447,San Carlos De Bariloche,AR,2022-12-01 01:50:28,-41.1456,-71.3082,51.55,58,0,13.8
448,Utashinai,JP,2022-12-01 01:53:15,43.5167,142.05,21.58,88,100,14.92
449,Ornes,NO,2022-12-01 01:51:48,66.8689,13.7078,34.03,73,92,4.29
450,Elwood,AU,2022-12-01 01:53:15,-37.8817,144.983,68.85,63,82,5.01
451,Vanimo,PG,2022-12-01 01:53:16,-2.6741,141.3028,79.99,85,100,5.41
452,Douala,CM,2022-12-01 01:53:16,4.0483,9.7043,78.71,94,75,0.0
453,Waingapu,ID,2022-12-01 01:53:16,-9.6567,120.2641,85.46,64,95,2.01
454,Shchors,UA,2022-12-01 01:53:17,51.8186,31.945,27.46,71,100,10.65
455,Ikungi,TZ,2022-12-01 01:53:17,-5.1333,34.7667,61.99,81,100,7.29
456,Yerbogachen,RU,2022-12-01 01:50:30,61.2767,108.0108,-9.15,97,100,5.46
457,Okha,RU,2022-12-01 01:53:18,53.5739,142.9478,0.72,89,76,20.09
458,Baturaja,ID,2022-12-01 01:53:18,-4.1333,104.1667,82.96,74,100,1.21
459,Thunder Bay,CA,2022-12-01 01:51:51,48.4001,-89.3168,21.18,68,100,20.71
460,Luxor,EG,2022-12-01 01:53:19,25.6989,32.6421,57.25,54,0,2.3
461,Bandundu,CD,2022-12-01 01:53:19,-3.3167,17.3667,68.02,96,99,1.01
462,Boa Vista,BR,2022-12-01 01:53:20,2.8197,-60.6733,80.58,74,0,9.22
463,Tavricheskoye,RU,2022-12-01 01:53:20,54.5851,73.6395,-5.1,82,55,8.01
464,Dryden,CA,2022-12-01 01:53:21,49.7833,-92.7503,12.49,79,100,11.5
465,Babu,CN,2022-12-01 01:53:21,24.4167,111.5167,37.33,87,100,8.5
466,Palembang,ID,2022-12-01 01:53:21,-2.9167,104.7458,82.49,83,40,3.44
467,Boende,CD,2022-12-01 01:53:22,-0.2167,20.8667,67.39,99,100,0.67
468,Gat,IL,2022-12-01 01:53:22,31.61,34.7642,58.41,61,0,2.71
469,Belmonte,BR,2022-12-01 01:53:22,-15.8631,-38.8828,76.57,89,100,8.01
470,Caraballeda,VE,2022-12-01 01:53:23,10.6112,-66.8522,78.37,83,75,2.3
471,Bajil,YE,2022-12-01 01:53:23,15.0584,43.2851,74.89,78,2,1.99
472,Faanui,PF,2022-12-01 01:50:04,-16.4833,-151.75,80.49,77,18,13.87
473,Manokwari,ID,2022-12-01 01:49:50,-0.8667,134.0833,80.92,78,100,3.04
474,Winder,US,2022-12-01 01:53:24,33.9926,-83.7202,47.37,54,0,0.0
475,Srednekolymsk,RU,2022-12-01 01:53:24,67.45,153.6833,-11.61,99,100,6.55
476,Hervey Bay,AU,2022-12-01 01:53:25,-25.2986,152.8535,67.01,88,100,15.01
477,Lesnoy,RU,2022-12-01 01:53:25,57.6198,63.0784,1.81,90,92,3.24
478,Antofagasta,CL,2022-12-01 01:53:25,-23.65,-70.4,63.68,80,8,4.54
479,Schmolln,DE,2022-12-01 01:53:26,50.9,12.3667,35.91,94,100,4.61
480,Jiangyou,CN,2022-12-01 01:53:26,31.7667,104.7167,40.21,65,93,2.19
481,Novikovo,RU,2022-12-01 01:53:26,51.1537,37.8879,25.14,56,100,11.68
482,Longyan,CN,2022-12-01 01:53:27,25.1072,117.0225,51.6,93,100,4.23
483,Mgandu,TZ,2022-12-01 01:53:27,-5.95,34.1333,61.77,82,98,4.94
484,Dawlatabad,AF,2022-12-01 01:53:28,36.4141,64.9053,45.09,81,100,5.86
485,Mokhsogollokh,RU,2022-12-01 01:53:28,61.4681,128.9203,-15.74,94,100,6.89
486,Adre,TD,2022-12-01 01:53:28,13.4667,22.2,69.96,27,25,6.73
487,Mossendjo,CG,2022-12-01 01:53:29,-2.9506,12.7261,67.82,98,100,1.59
488,Los Llanos De Aridane,ES,2022-12-01 01:50:00,28.6585,-17.9182,62.35,77,20,10.36
489,Kaitangata,NZ,2022-12-01 01:53:29,-46.2817,169.8464,58.32,62,69,11.1
490,Yenagoa,NG,2022-12-01 01:53:29,4.9247,6.2642,75.25,92,100,2.68
491,Tocopilla,CL,2022-12-01 01:53:30,-22.092,-70.1979,66.09,71,6,8.63
492,Kapuskasing,CA,2022-12-01 01:48:46,49.4169,-82.4331,24.8,80,100,18.41
493,Gweta,BW,2022-12-01 01:53:30,-20.1833,25.2333,70.88,45,27,8.55
494,Blagoyevo,RU,2022-12-01 01:54:31,63.3667,47.9167,9.19,99,98,0.87
495,Copiapo,CL,2022-12-01 01:54:31,-27.3667,-70.3333,58.69,79,2,2.91
496,Bandar-E Lengeh,IR,2022-12-01 01:54:31,26.5579,54.8807,74.7,51,71,3.4
497,Christchurch,NZ,2022-12-01 01:51:04,-43.5333,172.6333,69.42,49,1,3.44
498,Tumut,AU,2022-12-01 01:54:32,-35.3,148.2167,75.29,46,23,6.93
499,Hammerfest,NO,2022-12-01 01:54:32,70.6634,23.6821,32.45,86,75,2.3
500,Timizart,DZ,2022-12-01 01:54:33,36.8,4.2667,48.83,67,100,6.2
501,Ca Mau,VN,2022-12-01 01:54:33,9.1769,105.15,82.49,76,100,10.54
502,Uvira,CD,2022-12-01 01:54:33,-3.4067,29.1458,71.42,82,100,4.18
503,Nakusp,CA,2022-12-01 01:54:34,50.2499,-117.8023,23.34,93,70,2.3
504,Miri,MY,2022-12-01 01:51:02,4.4148,114.0089,80.74,78,40,6.91
505,Tiffin,US,2022-12-01 01:54:34,41.1145,-83.178,29.35,68,48,20.58
506,Kulu,TR,2022-12-01 01:54:35,39.0951,33.0799,46.17,82,60,2.77
507,Canada,ES,2022-12-01 01:54:35,38.6767,-0.8141,49.01,79,98,3.94
508,Lata,PT,2022-12-01 01:54:35,40.1629,-8.3327,50.07,93,98,4.29
509,Mugur-Aksy,RU,2022-12-01 01:54:36,50.35,90.5,-12.98,54,2,5.28
510,Paita,PE,2022-12-01 01:54:36,-5.0892,-81.1144,67.32,84,96,8.97
511,Beloha,MG,2022-12-01 01:54:37,-25.1667,45.05,69.37,91,100,7.4
512,Rorvik,NO,2022-12-01 01:54:37,64.8621,11.2373,37.51,65,100,9.22
513,Lexington,US,2022-12-01 01:52:22,37.9887,-84.4777,33.8,64,0,9.22
514,Tecpan,GT,2022-12-01 01:54:38,14.7623,-90.9947,52.92,90,92,5.41
515,Indiaroba,BR,2022-12-01 01:54:38,-11.5192,-37.5117,72.46,94,98,5.5
516,Tsuyama,JP,2022-12-01 01:54:39,35.05,134.0,45.82,72,98,3.87
517,Ust-Kuyga,RU,2022-12-01 01:54:39,70.0167,135.6,-7.56,97,100,10.49
518,Ouesso,CG,2022-12-01 01:54:39,1.6136,16.0517,68.47,99,100,1.79
519,Wilmington,US,2022-12-01 01:52:44,34.2257,-77.9447,62.51,85,0,9.22
520,Tokur,RU,2022-12-01 01:54:40,53.1333,132.9,-22.43,93,99,4.92
521,Pravia,ES,2022-12-01 01:54:40,43.4906,-6.1508,52.23,82,100,9.22
522,Khasan,RU,2022-12-01 01:54:41,42.4308,130.6434,15.93,47,28,21.83
523,Belyy Yar,RU,2022-12-01 01:51:50,53.6039,91.3903,-19.14,71,20,0.0
524,Nerchinskiy Zavod,RU,2022-12-01 01:54:41,51.3088,119.61,-26.81,93,52,4.79
525,Chifeng,CN,2022-12-01 01:54:41,42.2683,118.9636,11.55,29,0,17.65
