City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
450,Kovernino,RU,57.1253,43.8142,14.85,84,100,8.79,overcast clouds
451,Kabalo,CD,-6.05,26.9167,70.2,93,87,3.6,light rain
452,Arlit,NE,18.7369,7.3853,81.75,13,82,11.23,broken clouds
453,Neiafu,TO,-18.65,-173.9833,80.62,73,100,3.83,light rain
454,Bilibino,RU,68.0546,166.4372,-4.95,96,100,3.22,overcast clouds
455,South Hill,US,47.1412,-122.2701,38.97,95,75,0.0,broken clouds
456,Sturgeon Falls,CA,46.3646,-79.9326,37.89,91,100,8.86,overcast clouds
457,Matara,LK,5.9485,80.5353,76.73,89,99,2.28,overcast clouds
458,Raahe,FI,64.6833,24.4833,32.09,90,86,13.22,light snow
459,Novikovo,RU,51.1537,37.8879,20.17,49,9,9.69,clear sky
460,Half Moon Bay,US,37.4636,-122.4286,53.62,87,100,8.05,overcast clouds
461,Siirt,TR,37.9326,41.9403,46.13,62,44,1.52,scattered clouds
462,Tambopata,PE,-12.7333,-69.1833,80.62,64,99,2.1,overcast clouds
463,Nuuk,GL,64.1835,-51.7216,34.41,75,20,35.68,few clouds
464,Newton Abbot,GB,50.5286,-3.6119,42.58,85,55,1.01,broken clouds
465,Quatre Cocos,MU,-20.2078,57.7625,77.09,81,62,17.22,light rain
466,Comandau,RO,45.7667,26.2667,32.86,96,97,5.79,overcast clouds
467,Cabayaoasan,PH,15.6719,120.5653,75.07,83,39,4.38,scattered clouds
468,Sarkand,KZ,45.41,79.9186,9.73,70,24,6.85,few clouds
469,Tigil,RU,57.8,158.6667,9.93,93,95,6.46,overcast clouds
470,Cherskiy,RU,68.75,161.3,-15.03,97,100,9.19,overcast clouds
471,Pitimbu,BR,-7.4706,-34.8086,82.09,64,72,9.89,broken clouds
472,Coria,ES,39.9879,-6.5377,54.45,94,100,3.6,overcast clouds
473,Siavonga,ZM,-16.5382,28.7088,82.98,61,36,13.44,scattered clouds
474,Van,TR,38.4924,43.3831,36.45,67,95,1.52,overcast clouds
475,Ilo,PE,-17.6394,-71.3375,69.87,76,99,6.89,overcast clouds
476,Atar,MR,20.5169,-13.0499,86.94,22,0,9.06,clear sky
477,Hay River,CA,60.8156,-115.7999,-23.82,94,22,5.75,few clouds
478,Visby,SE,57.6409,18.296,35.82,87,75,9.22,broken clouds
479,Palana,RU,59.1167,159.9667,17.64,88,100,14.83,light snow
480,Biak,ID,-0.9131,122.8766,75.52,74,78,2.57,broken clouds
481,Cordele,US,31.9635,-83.7824,76.71,64,0,8.05,clear sky
482,Yazman,PK,29.1212,71.7446,66.9,21,0,6.26,clear sky
483,Bay Roberts,CA,47.5999,-53.2648,38.34,96,97,8.01,overcast clouds
484,Shchelkun,RU,56.3034,60.9483,-15.23,96,59,3.85,broken clouds
485,Noumea,NC,-22.2763,166.4572,80.01,99,69,1.39,broken clouds
486,Warri,NG,5.5167,5.75,81.34,74,92,7.49,overcast clouds
487,Beloha,MG,-25.1667,45.05,80.8,63,38,4.16,light rain
488,Paramaribo,SR,5.8667,-55.1667,90.05,68,15,1.99,few clouds
489,Millinocket,US,45.6573,-68.7098,45.41,78,100,7.63,overcast clouds
490,Pokosnoye,RU,55.5258,101.0536,9.12,85,100,15.68,overcast clouds
491,Zhangjiakou,CN,40.81,114.8794,19.47,24,0,3.89,clear sky
492,Stepanov,CZ,49.684,17.2204,39.97,95,100,4.12,light rain
493,Sampit,ID,-2.5333,112.95,73.51,98,99,2.06,moderate rain
494,Alexandria,EG,31.2156,29.9553,65.19,62,66,7.52,broken clouds
495,Nauta,PE,-4.5061,-73.5757,86.32,63,100,2.77,overcast clouds
496,Tlacolula,MX,16.9542,-96.4792,73.62,27,0,3.74,clear sky
497,Bom Despacho,BR,-19.7364,-45.2522,66.76,94,100,5.23,overcast clouds
498,Lyaskelya,RU,61.7667,31.0167,26.31,95,100,8.59,light snow
499,Aswan,EG,24.0934,32.907,65.53,40,0,12.19,clear sky
500,San Isidro,PE,-12.1167,-77.05,69.19,76,83,9.13,broken clouds
501,Geraldton,AU,-28.7667,114.6,63.01,72,0,9.22,clear sky
502,Oleksandrivka,UA,48.9634,32.2349,24.85,60,4,10.36,clear sky
503,Nemuro,JP,43.3236,145.575,34.3,80,100,4.7,snow
504,Varkaus,FI,62.3153,27.873,28.31,94,100,8.21,overcast clouds
505,Los Banos,PH,14.1667,121.1833,78.8,92,23,5.26,few clouds
506,Zhigansk,RU,66.7697,123.3711,-24.74,97,100,21.27,overcast clouds
507,Puri,IN,19.8,85.85,64.92,51,93,6.55,overcast clouds
508,Tshikapa,CD,-6.4167,20.8,75.88,76,91,3.51,overcast clouds
509,Peniche,PT,39.3558,-9.3811,59.07,90,98,3.44,overcast clouds
510,Honningsvag,NO,70.9821,25.9704,37.15,81,100,17.27,light intensity drizzle
511,Erenhot,CN,43.6475,111.9767,11.57,52,3,9.48,clear sky
512,Samarai,PG,-10.6167,150.6667,81.36,76,87,6.69,overcast clouds
513,Fatehabad,IN,29.5167,75.45,59.59,29,0,6.64,clear sky
514,Collie,AU,-33.3667,116.15,52.3,81,68,9.15,broken clouds
515,Deputatskiy,RU,69.3,139.9,-35.84,100,53,3.11,broken clouds
516,Dumas,US,35.8656,-101.9732,53.74,40,0,14.97,clear sky
517,Caapucu,PY,-26.2167,-57.2,101.3,26,6,2.98,clear sky
518,Taseyevo,RU,57.2169,94.8978,8.47,87,100,11.61,overcast clouds
519,Maputo,MZ,-25.9653,32.5892,72.5,82,99,9.17,light rain
520,Kalat,PK,29.0225,66.5916,43.57,47,0,1.72,clear sky
521,Pires Do Rio,BR,-17.2997,-48.2794,76.75,72,100,3.18,moderate rain
522,Jaisalmer,IN,26.9147,70.9181,67.32,19,1,5.68,clear sky
523,Chicama,PE,-7.8447,-79.1469,68.54,55,45,10.67,scattered clouds
524,Souillac,MU,-20.5167,57.5167,76.69,82,65,16.82,light rain
525,Kyra,RU,49.5776,111.9753,10.47,74,100,9.44,overcast clouds
526,Ixtapa,MX,20.7,-105.2,83.43,61,0,8.05,clear sky
527,Moa,CU,20.6569,-74.9403,80.4,56,79,12.24,broken clouds
528,Shelburne,CA,44.0787,-80.2041,40.77,80,100,6.87,overcast clouds
529,Ulaanbaatar,MN,47.9077,106.8832,-23.67,69,0,4.47,clear sky
530,Oxbow,CA,49.2333,-102.1676,-5.37,79,100,7.31,overcast clouds
531,Atkarsk,RU,51.8718,45.0078,13.55,82,48,6.11,scattered clouds
532,Marstal,DK,54.8562,10.5173,35.51,71,87,8.66,overcast clouds
533,Mopipi,BW,-21.1833,24.8833,71.13,75,79,10.0,heavy intensity rain
534,Poole,GB,50.7167,-2.0,41.72,86,0,5.75,clear sky
535,Salima,MW,-13.7804,34.4587,79.41,58,63,4.12,broken clouds
536,Palafrugell,ES,41.9174,3.1631,53.35,52,56,4.03,broken clouds
537,Benguela,AO,-12.5763,13.4055,77.99,80,72,5.1,broken clouds
538,Touros,BR,-5.1989,-35.4608,83.43,62,66,13.53,broken clouds
539,Berbera,SO,10.4396,45.0143,76.59,70,22,8.05,few clouds
540,Betioky,MG,-23.7167,44.3833,75.79,77,58,7.0,moderate rain
541,Lerwick,GB,60.1545,-1.1494,37.4,70,100,25.99,light rain
542,Broome,US,42.2506,-75.833,47.8,82,100,8.05,light rain
543,Tartagal,AR,-22.5164,-63.8013,104.45,14,34,9.04,scattered clouds
544,Tondano,ID,1.3038,124.9112,66.29,94,64,1.54,broken clouds
545,Great Bend,US,38.3645,-98.7648,38.61,59,0,6.91,clear sky
546,Bugene,TZ,-1.5911,31.1403,59.68,87,76,0.87,light rain
547,Shingu,JP,33.7333,135.9833,41.22,74,12,6.87,few clouds
548,Zavitinsk,RU,50.1167,129.45,-11.04,100,99,1.57,overcast clouds
549,Mayumba,GA,-3.432,10.6554,76.24,87,100,7.11,overcast clouds
550,Gewane,ET,10.1664,40.6453,80.15,27,46,9.15,scattered clouds
551,Sorland,NO,67.667,12.6934,33.66,66,100,26.26,overcast clouds
552,Gouyave,GD,12.1646,-61.7296,84.97,62,20,9.22,few clouds
553,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,88.47,49,98,7.74,overcast clouds
554,Rypefjord,NO,70.6333,23.6667,30.67,80,75,0.0,broken clouds
555,Blagoveshchenka,RU,52.8333,79.8667,-9.92,99,39,4.07,scattered clouds
556,Manta,EC,-0.95,-80.7333,76.78,78,100,5.75,overcast clouds
557,Vestmannaeyjar,IS,63.4427,-20.2734,34.79,93,40,8.05,scattered clouds
558,Benghazi,LY,32.1167,20.0667,68.74,46,84,7.67,broken clouds
559,Yantal,RU,56.8471,105.2542,8.96,93,100,11.86,light snow
560,Maniitsoq,GL,65.4167,-52.9,33.04,79,94,27.96,light snow
561,Mount Isa,AU,-20.7333,139.5,73.17,46,0,2.3,light rain
562,Waipawa,NZ,-41.4122,175.5153,51.42,73,100,10.22,light rain
563,Papar,MY,5.7333,115.9333,77.0,87,94,3.49,overcast clouds
564,Porto Velho,BR,-8.7619,-63.9039,82.45,74,75,8.05,light rain
565,Rondonopolis,BR,-16.4708,-54.6356,94.26,35,71,14.34,broken clouds
566,Ranau,MY,5.9538,116.6641,68.67,97,88,0.92,overcast clouds
567,Mana,GF,5.6592,-53.7767,81.79,80,40,11.34,scattered clouds
568,Tommot,RU,58.9564,126.2925,-9.42,94,100,8.68,overcast clouds
569,Samut Sakhon,TH,13.5833,100.3,82.04,84,94,5.35,overcast clouds
570,Nanakuli,US,21.3906,-158.1547,76.95,78,20,5.75,few clouds
571,Miyako,JP,39.6367,141.9525,37.18,86,66,5.84,broken clouds
572,Grafton,US,42.207,-71.6856,56.16,74,100,16.11,overcast clouds
573,Baker City,US,44.7749,-117.8344,30.65,93,100,0.0,fog
574,Plettenberg Bay,ZA,-34.0527,23.3716,61.75,85,1,6.67,clear sky
575,Aksu,CN,41.1231,80.2644,26.62,37,96,2.64,overcast clouds
576,Portland,US,45.5234,-122.6762,40.05,91,100,1.99,overcast clouds
577,Anadyr,RU,64.75,177.4833,12.7,85,75,17.9,broken clouds
578,Redlands,US,34.0556,-117.1825,55.94,79,75,0.0,broken clouds
579,Husavik,IS,66.0449,-17.3389,27.66,80,48,9.31,scattered clouds
580,Polunochnoye,RU,60.8697,60.4153,-4.23,98,21,3.56,few clouds
581,Marawi,PH,7.9986,124.2928,67.06,93,94,1.81,overcast clouds
582,Bam,IR,29.106,58.357,52.57,41,22,2.62,few clouds
583,Kamenskiy,RU,50.8855,45.488,13.69,78,21,6.08,few clouds
584,Sarandi,BR,-23.4436,-51.8739,80.35,68,54,8.5,broken clouds
585,Hudson Bay,CA,52.85,-102.3842,-15.29,87,53,6.89,broken clouds
586,Juneau,US,58.3019,-134.4197,35.22,100,100,12.66,light rain and snow
587,Ilhabela,BR,-23.7781,-45.3581,76.77,90,96,6.82,light rain
588,Niquelandia,BR,-14.4739,-48.4597,81.72,66,99,2.86,moderate rain
589,Progreso,MX,21.2833,-89.6667,86.11,51,41,11.16,scattered clouds
590,Garowe,SO,8.4054,48.4845,75.18,59,86,19.62,overcast clouds
591,West Lafayette,US,40.4259,-86.9081,45.61,93,100,9.22,mist
592,Renfrew,GB,55.872,-4.3925,37.33,84,13,2.3,few clouds
593,Strunino,RU,56.3833,38.5667,18.84,76,100,11.3,overcast clouds
594,Vila,PT,42.0304,-8.1588,46.71,88,96,0.67,overcast clouds
595,Ganzhou,CN,28.8184,115.4327,46.33,84,100,1.99,overcast clouds
596,Sur,OM,22.5667,59.5289,73.51,55,0,2.24,clear sky
597,Bekhtery,UA,46.251,32.2927,35.55,85,100,12.35,overcast clouds
598,San Juan,AR,-31.5375,-68.5364,93.88,18,0,14.54,clear sky
599,Kikwit,CD,-5.041,18.8162,70.84,96,97,3.13,overcast clouds
600,Bimbo,CF,4.2567,18.4158,79.41,59,96,3.15,overcast clouds
601,Tolland,US,41.8501,-72.3495,56.28,75,100,9.22,overcast clouds
602,Soyo,AO,-6.1349,12.3689,76.1,85,100,5.73,overcast clouds
603,Jarva-Jaani,EE,59.0386,25.8864,24.94,96,100,7.34,light snow
604,Mirnyy,RU,62.5353,113.9611,-0.65,93,100,10.63,overcast clouds
605,Quebec,CA,46.8123,-71.2145,43.81,69,100,5.99,overcast clouds
606,Tessalit,ML,20.1986,1.0114,82.2,12,91,10.18,overcast clouds
607,Luena,AO,-11.7833,19.9167,61.34,92,79,2.55,broken clouds
608,Leirvik,NO,59.7798,5.5005,37.63,93,20,13.8,light rain
609,Visnes,NO,59.3556,5.2242,37.45,70,20,16.11,few clouds
610,Ipixuna,BR,-1.7625,-48.8043,92.91,43,48,6.51,scattered clouds
611,Gizo,SB,-8.103,156.8419,81.52,77,87,5.35,light rain
612,Kommunar,RU,59.6206,30.39,20.73,93,100,9.78,overcast clouds
613,Dafeng,CN,23.4517,108.5881,53.08,69,92,4.41,overcast clouds
614,Rawson,AR,-43.3002,-65.1023,75.18,26,5,5.32,clear sky
615,Jinka,ET,5.65,36.65,70.59,53,73,0.27,broken clouds
616,Qasigiannguit,GL,68.8193,-51.1922,41.25,98,98,10.87,light rain
617,Hervey Bay,AU,-25.2986,152.8535,73.08,81,0,7.34,clear sky
618,Totness,SR,5.8833,-56.3167,85.71,62,16,7.85,few clouds
619,Puerto Colombia,CO,10.9878,-74.9547,89.69,66,28,14.45,scattered clouds
620,Campiglia Marittima,IT,43.0602,10.6152,59.7,91,98,8.63,overcast clouds
621,Akhtubinsk,RU,48.2795,46.1722,16.41,65,17,8.46,few clouds
622,Solnechnyy,RU,50.7214,136.6319,-2.15,94,96,2.82,overcast clouds
623,Paamiut,GL,61.994,-49.6678,34.77,93,100,12.53,overcast clouds
624,Lata,PT,40.1629,-8.3327,57.07,91,99,2.15,overcast clouds
625,Xining,CN,36.6167,101.7667,26.37,50,99,0.72,overcast clouds
626,Okahandja,NA,-21.9833,16.9167,71.98,11,0,15.26,clear sky
627,Whitianga,NZ,-36.8333,175.7,59.88,95,100,14.25,light rain
628,Okha,RU,53.5739,142.9478,3.74,89,100,13.47,overcast clouds
629,Aksarka,RU,66.5606,67.7975,1.65,91,71,7.43,broken clouds
630,Farrukhnagar,IN,17.0778,78.2011,67.71,45,56,6.6,broken clouds
631,Ekimchan,RU,53.0667,132.9667,-19.95,100,100,1.48,overcast clouds
632,Springdale,US,36.1867,-94.1288,64.51,90,100,12.66,overcast clouds
633,Bartica,GY,6.4,-58.6167,86.32,89,47,2.73,scattered clouds
634,Teguldet,RU,57.3064,88.1667,6.1,94,100,9.57,light snow
635,Saint-Georges,GD,12.0564,-61.7485,85.68,62,20,9.22,few clouds
636,Tabou,CI,4.423,-7.3528,79.63,80,89,5.61,overcast clouds
637,Choix,MX,26.7092,-108.3219,80.92,44,98,2.24,overcast clouds
638,Leninskoye,KZ,41.7589,69.3864,24.66,86,100,0.16,overcast clouds
639,Djibo,BF,14.1022,-1.6306,86.92,14,81,8.46,broken clouds
640,Northam,GB,51.0333,-4.2167,42.39,80,18,8.52,few clouds
641,Channel-Port Aux Basques,CA,47.5702,-59.1367,37.85,80,100,15.41,overcast clouds
642,Oranjemund,NA,-28.55,16.4333,60.62,86,0,12.68,clear sky
643,Guaratinga,BR,-16.5667,-39.5667,80.13,69,90,7.23,overcast clouds
644,Nicoya,CR,10.1483,-85.452,83.88,61,10,5.3,clear sky
645,Mahon,ES,39.8885,4.2658,55.96,100,0,8.05,clear sky
646,Tevaitoa,PF,-16.7833,-151.5,79.5,76,21,17.98,light rain
647,Dalvik,IS,65.9702,-18.5286,28.02,75,24,5.23,few clouds
648,Santa Rosa,PH,14.3122,121.1114,80.11,83,20,6.87,few clouds
649,Luanda,AO,-8.8368,13.2343,80.6,83,75,9.22,broken clouds
650,Tazovskiy,RU,67.4667,78.7,1.78,97,86,10.8,overcast clouds
651,Mahibadhoo,MV,3.7833,72.9667,79.84,78,26,3.18,scattered clouds
652,Nexo,DK,55.0607,15.1306,37.49,97,100,12.1,overcast clouds
653,Bondo,CD,3.8146,23.6866,73.58,82,88,1.5,light rain
654,Worthington,US,40.0931,-83.018,50.05,97,100,6.91,mist
655,Altamont,US,42.2068,-121.7372,33.89,89,82,1.99,broken clouds
656,Faya,SA,18.3851,42.4509,55.92,63,0,4.07,clear sky
657,Champerico,GT,14.3,-91.9167,81.82,67,7,6.87,clear sky
658,Yukamenskoye,RU,57.8865,52.2416,-0.8,96,53,7.11,broken clouds
659,Ust-Omchug,RU,61.15,149.6333,-38.63,97,82,1.57,broken clouds
660,Mehamn,NO,71.0357,27.8492,35.55,80,75,13.8,broken clouds
661,Rawah,IQ,34.4816,41.9093,58.35,51,1,2.17,clear sky
662,Villamontes,BO,-21.25,-63.5,105.42,15,98,5.26,overcast clouds
663,Cervo,ES,43.6702,-7.4101,51.96,80,70,3.13,broken clouds
664,Xam Nua,LA,20.4197,104.0439,55.62,96,70,2.51,broken clouds
665,Angoche,MZ,-16.2325,39.9086,80.42,79,56,12.08,light rain
666,Kindu,CD,-2.95,25.95,70.9,94,85,3.15,light rain
667,Bulgan,MN,48.8125,103.5347,-3.37,82,1,3.87,clear sky
668,Kiama,AU,-34.6833,150.8667,62.01,95,88,7.11,overcast clouds
669,Pital,CO,2.2665,-75.8044,80.82,60,47,5.03,scattered clouds
670,Uarini,BR,-2.99,-65.1083,84.25,79,96,1.01,overcast clouds
671,Pascagoula,US,30.3658,-88.5561,79.32,71,0,6.91,clear sky
672,Okhotsk,RU,59.3833,143.3,-15.32,90,90,5.75,overcast clouds
673,Egvekinot,RU,66.3167,-179.1667,17.4,86,100,11.86,light snow
674,Mayo,US,38.8876,-76.5119,48.15,93,100,3.44,moderate rain
675,Beckley,US,37.7782,-81.1882,50.67,97,100,8.05,moderate rain
676,Karasburg,NA,-28.0167,18.75,75.4,14,0,13.04,clear sky
677,Cockburn Town,TC,21.4612,-71.1419,78.35,61,29,15.7,scattered clouds
